Core,filename,position_mm,core_depth_cm,depth_cm,Group,Guano_Zone,Guano_sum,min,max,median,mean,mean_2s_range,sed_rate,surface,validity,Egain,Eoffset,Fslope,Foffset,kcps,MSE,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,As,Se,Br,Rb,Sr,Y,Zr,Sn,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000516.spe,468.21,9.82,199.46,Unit 5,YAN FW,1,5556.48,5876.85,5708.3,5713.88,160.185,0.040816327,7.12,1,0.018349,-0.011556,0.00757,0.106728,28169.88672,1.32,7,24,117,15,86,9,105,556,1998,0,2055,166,63,662,90247,431,0,429,164,0,177,0,172,260,2081,0,770,0,0,0,433,868,181,302,171,137,52,110,77,277,320,0,1.94E+15,19517,5981
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000517.spe,468.41,9.84,199.48,Unit 5,YAN FW,1,5557.51,5877.08,5708.71,5714.37,159.785,0.040816327,7.12,1,0.018349,-0.011556,0.00757,0.106728,27808.60547,1.3,15,0,56,0,54,0,75,545,2025,14,1859,146,41,663,86887,348,0,334,211,34,50,17,145,370,2059,0,689,0,0,0,493,908,144,331,136,184,11,77,0,396,391,15,0,19431,5915
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000518.spe,468.61,9.86,199.5,Unit 5,YAN FW,1,5558.2,5877.34,5709.13,5714.86,159.57,0.040816327,7.12,1,0.018349,-0.011556,0.00757,0.106728,27761.80664,1.27,22,27,111,33,74,16,109,535,2057,0,1817,87,75,565,87378,414,0,524,107,62,117,29,128,244,2021,0,804,0,0,32,408,917,188,332,130,218,93,0,65,410,328,11,0,19029,5941
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000519.spe,468.81,9.88,199.52,Unit 5,YAN FW,1,5559.55,5877.59,5709.55,5715.35,159.02,0.040816327,7.13,1,0.018349,-0.011556,0.00757,0.106728,27301.73047,1.38,10,23,78,0,79,9,84,549,2135,0,1865,81,85,549,85959,279,0,414,197,0,0,0,200,218,1696,0,733,0,0,0,543,915,227,286,79,172,89,0,49,362,391,22,2.77E+15,18801,5657
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000520.spe,469.01,9.9,199.54,Unit 5,YAN FW,1,5560.43,5877.8,5710.04,5715.84,158.685,0.041666667,7.13,1,0.018349,-0.011556,0.00757,0.106728,27430.52344,1.26,0,6,73,0,78,0,68,509,1946,0,1837,101,72,649,87338,311,0,483,161,7,91,0,153,261,1861,29,666,0,0,11,457,865,177,331,164,242,91,0,92,528,444,0,0,18907,5802
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000521.spe,469.21,9.92,199.56,Unit 5,YAN FW,1,5561.05,5877.97,5710.49,5716.32,158.46,0.040816327,7.13,1,0.018349,-0.011556,0.00757,0.106728,28190.28125,1.57,0,0,85,0,71,0,98,505,1778,0,1770,152,64,620,96371,354,0,385,164,36,62,26,161,340,1880,0,779,0,0,0,508,847,182,182,162,130,73,0,0,466,459,0,1.60E+15,18308,5708
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000522.spe,469.41,9.94,199.58,Unit 5,YAN FW,1,5561.67,5878.13,5711.2,5716.81,158.23,0.040816327,7.13,1,0.018349,-0.011556,0.00757,0.106728,27970.99609,1.37,0,8,109,12,103,11,108,494,1862,0,1799,110,75,638,94501,283,0,454,198,38,196,52,215,206,1935,73,523,4,0,39,403,862,156,220,113,155,0,25,0,429,519,0,0,18376,5730
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000523.spe,469.61,9.96,199.6,Unit 5,YAN FW,1,5562.43,5878.23,5711.77,5717.3,157.9,0.040816327,7.14,1,0.018349,-0.011556,0.00757,0.106728,28033.89453,1.24,0,0,68,0,82,39,60,515,1943,0,1814,140,38,588,93977,460,0,437,220,70,53,0,240,254,1966,0,512,0,0,61,476,843,122,220,156,174,164,0,13,471,382,9,0,18123,5970
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000524.spe,469.81,9.98,199.62,Unit 5,YAN FW,1,5563.41,5878.37,5712.23,5717.79,157.48,0.040816327,7.14,1,0.018349,-0.011556,0.00757,0.106728,27335.32422,1.37,5,0,62,16,110,15,73,535,1821,0,1822,117,105,622,88027,328,0,320,145,0,29,0,201,387,2087,141,677,0,0,0,439,833,134,257,141,198,67,74,0,231,433,0,0,18548,5875
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000525.spe,470.01,10,199.64,Unit 5,YAN FW,1,5564.52,5878.61,5712.6,5718.28,157.045,0.040816327,7.14,1,0.018349,-0.011556,0.00757,0.106728,27193.13672,1.36,22,23,75,0,61,0,84,545,1654,0,1679,159,100,610,84912,366,0,542,221,64,0,11,250,236,2061,97,816,0,0,0,410,842,137,396,179,114,175,0,0,348,367,0,0,19172,6097
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000526.spe,470.21,10.02,199.66,Unit 5,YAN FW,1,5565.24,5878.79,5713.1,5718.77,156.775,0.040816327,7.14,1,0.018349,-0.011556,0.00757,0.106728,27916.39648,1.43,28,10,91,0,88,0,54,506,1881,0,1812,105,117,594,90228,241,0,443,247,113,0,61,260,289,1951,14,644,0,0,68,449,871,117,269,113,126,62,0,53,454,433,0,0,19194,6084
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000527.spe,470.41,10.04,199.68,Unit 5,YAN FW,1,5565.71,5878.95,5713.31,5719.26,156.62,0.040816327,7.15,1,0.018349,-0.011556,0.00757,0.106728,28326.67773,1.25,7,0,76,7,92,0,70,542,1832,0,1840,140,77,652,92118,183,0,457,134,11,116,48,201,177,2139,66,594,0,0,0,415,856,76,291,228,155,13,72,0,382,458,0,3.08E+15,19326,5794
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000528.spe,470.61,10.06,199.7,Unit 5,YAN FW,1,5566.9,5879.05,5713.76,5719.75,156.075,0.041666667,7.15,1,0.018349,-0.011556,0.00757,0.106728,28803.55469,1.41,9,19,83,0,82,0,97,539,1832,0,1815,113,65,613,93517,369,0,395,178,0,153,4,262,310,2065,11,785,6,0,36,457,937,124,292,115,35,21,0,52,594,522,5,0,20296,6180
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000529.spe,470.81,10.08,199.72,Unit 5,YAN FW,1,5568.19,5879.41,5714.34,5720.23,155.61,0.040816327,7.15,1,0.018349,-0.011556,0.00757,0.106728,28405.375,1.39,12,30,81,15,64,5,71,474,1884,0,1708,102,92,593,88039,558,0,476,228,77,71,65,309,344,2245,129,637,0,0,20,416,903,129,275,172,154,87,25,0,361,272,5,2.59E+15,20540,6162
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000530.spe,471.01,10.1,199.74,Unit 5,YAN FW,1,5568.96,5879.75,5714.83,5720.72,155.395,0.040816327,7.16,1,0.018349,-0.011556,0.00757,0.106728,28295.28125,1.34,23,12,69,23,106,4,84,459,1624,0,1554,153,54,569,86286,295,0,344,129,42,0,98,284,251,2070,81,711,0,0,6,431,903,190,237,167,143,87,106,73,506,447,19,0,20501,6194
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000531.spe,471.21,10.12,199.76,Unit 5,YAN FW,1,5569.59,5880.04,5715.21,5721.21,155.225,0.040816327,7.16,1,0.018349,-0.011556,0.00757,0.106728,29560.21484,1.37,0,15,70,12,97,0,103,527,1764,0,1635,141,52,618,94287,176,0,442,147,0,66,39,355,260,1996,45,555,0,0,11,471,879,179,352,225,212,25,41,36,450,562,0,0,20303,5850
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000532.spe,471.41,10.14,199.78,Unit 5,YAN FW,1,5570.13,5880.7,5715.7,5721.7,155.285,0.040816327,7.16,1,0.018349,-0.011556,0.00757,0.106728,30716.05859,1.25,0,18,84,4,137,0,54,574,2135,0,2045,161,82,762,102967,381,0,498,235,0,0,0,266,426,2064,0,625,0,0,0,525,952,173,356,119,171,263,64,184,543,413,25,1.66E+14,20105,5762
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000533.spe,471.61,10.16,199.8,Unit 5,YAN FW,1,5570.75,5880.97,5716.25,5722.19,155.11,0.040816327,7.16,1,0.018349,-0.011556,0.00757,0.106728,29765.70703,1.45,0,11,113,0,116,0,92,580,2342,0,2141,186,58,630,99993,67,0,355,244,0,0,51,216,384,1838,0,775,0,0,0,593,910,171,261,173,158,125,0,55,595,568,22,1.75E+15,19660,5497
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000534.spe,471.81,10.18,199.82,Unit 5,YAN FW,1,5571.57,5881.21,5716.79,5722.68,154.82,0.040816327,7.17,1,0.018349,-0.011556,0.00757,0.106728,27892.5957,1.34,12,23,125,7,81,16,93,474,1796,0,1788,145,81,589,89140,247,0,392,200,69,184,0,256,157,1697,0,645,0,0,0,515,844,101,287,210,90,0,0,0,419,481,0,0,19561,5540
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000535.spe,472.01,10.2,199.84,Unit 5,YAN FW,1,5572.41,5881.29,5717.14,5723.17,154.44,0.041666667,7.17,1,0.018349,-0.011556,0.00757,0.106728,28950.14648,1.37,13,12,105,25,133,17,103,558,1932,0,1855,102,89,693,100185,526,0,350,233,45,0,4,253,284,1948,107,725,0,0,36,478,800,111,290,179,167,196,97,149,453,415,17,0,18787,5834
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000536.spe,472.21,10.22,199.86,Unit 5,YAN FW,1,5572.99,5881.49,5717.64,5723.65,154.25,0.040816327,7.17,1,0.018349,-0.011556,0.00757,0.106728,28375.07422,1.39,0,0,84,19,117,0,63,469,1883,0,1753,123,104,610,95786,521,0,432,183,59,167,0,309,218,1859,18,669,0,0,0,433,839,116,261,148,118,27,0,0,455,282,0,1.89E+15,18631,5759
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000537.spe,472.41,10.24,199.88,Unit 5,YAN FW,1,5573.6,5881.9,5718.18,5724.14,154.15,0.040816327,7.18,1,0.018349,-0.011556,0.00757,0.106728,28009.69336,1.45,16,16,96,22,122,0,95,438,1570,0,1738,89,171,621,93795,327,0,320,190,0,157,0,287,253,1848,0,817,0,0,0,445,758,178,263,157,128,26,0,0,483,489,9,0,18717,5720
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000538.spe,472.61,10.26,199.9,Unit 5,YAN FW,1,5574.69,5882.06,5718.69,5724.63,153.685,0.040816327,7.18,1,0.018349,-0.011556,0.00757,0.106728,28761.55664,1.5,25,20,89,27,136,5,82,435,1533,0,1702,111,114,638,98505,398,0,336,169,182,62,0,288,192,1938,0,650,0,0,29,373,821,75,227,169,155,67,113,15,529,335,0,0,18960,5911
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000539.spe,472.81,10.28,199.92,Unit 5,YAN FW,1,5575.44,5882.37,5719.27,5725.12,153.465,0.040816327,7.19,1,0.018349,-0.011556,0.00757,0.106728,29175.53125,1.52,9,0,82,7,151,6,107,444,1713,0,1580,130,132,631,100223,339,0,424,227,17,77,0,111,234,2097,19,771,0,0,28,362,825,104,323,152,148,126,0,0,441,423,24,0,19823,6005
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000540.spe,473.01,10.3,199.94,Unit 5,YAN FW,1,5576.01,5882.79,5719.86,5725.61,153.39,0.040816327,7.19,1,0.018349,-0.011556,0.00757,0.106728,30089.99023,1.4,0,0,101,7,142,8,77,439,1816,0,1836,107,77,681,107302,423,0,339,218,69,122,12,245,195,2000,20,738,5,0,0,390,869,173,264,168,174,117,0,134,624,423,0,1.68E+15,19506,5894
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000541.spe,473.21,10.32,199.96,Unit 5,YAN FW,1,5576.56,5883.09,5720.34,5726.1,153.265,0.040816327,7.19,1,0.018349,-0.011556,0.00757,0.106728,30925.94336,1.47,24,25,102,7,159,4,57,434,1943,0,1852,123,69,730,113837,313,0,351,131,52,0,0,292,455,2093,115,808,0,0,21,341,829,146,238,165,102,164,46,0,640,511,15,2.00E+15,19809,6084
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000542.spe,473.41,10.34,199.98,Unit 5,YAN FW,1,5577.31,5883.29,5720.81,5726.59,152.99,0.040816327,7.2,1,0.018349,-0.011556,0.00757,0.106728,30863.24609,1.63,5,9,83,16,162,0,100,448,1567,0,1705,113,73,693,109155,389,0,427,213,119,137,48,291,406,2405,9,746,0,0,30,373,871,156,369,237,219,159,40,17,592,544,19,1.02E+15,20006,6160
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000543.spe,473.61,10.36,200,Unit 5,YAN FW,1,5578,5883.53,5721.26,5727.08,152.765,0.041666667,7.2,1,0.018349,-0.011556,0.00757,0.106728,32019.39063,1.56,0,17,96,26,168,13,115,447,1706,0,1648,179,73,689,112954,538,0,330,188,0,0,0,248,335,2213,0,859,0,0,0,470,888,244,354,143,154,198,0,6,722,390,0,2.94E+15,21363,6364
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000544.spe,473.81,10.38,200.02,Unit 5,YAN FW,1,5579.09,5883.78,5721.69,5727.56,152.345,0.040816327,7.2,1,0.018349,-0.011556,0.00757,0.106728,32447.37109,1.53,21,27,94,5,181,15,96,365,1634,0,1581,114,52,611,109570,358,0,364,118,56,19,0,460,290,1917,0,741,0,0,15,485,886,126,287,175,35,120,0,0,690,502,5,0,22458,6569
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000545.spe,474.01,10.4,200.04,Unit 5,YAN FW,1,5579.87,5883.97,5722.17,5728.05,152.05,0.040816327,7.21,1,0.018349,-0.011556,0.00757,0.106728,32873.25,1.78,0,0,90,6,134,0,102,405,1489,0,1584,128,69,671,107786,234,0,428,195,0,141,9,434,230,1894,0,717,0,0,0,509,819,212,441,287,192,105,0,0,610,595,4,3.55E+15,23329,6416
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000546.spe,474.21,10.42,200.06,Unit 5,YAN FW,1,5580.48,5884.28,5722.61,5728.54,151.9,0.040816327,7.21,1,0.018349,-0.011556,0.00757,0.106728,32803.35547,1.43,0,0,80,17,134,5,120,375,1573,0,1493,138,94,566,100759,305,0,481,158,0,105,111,528,138,1856,16,692,0,0,12,595,890,187,316,214,182,103,16,0,469,581,7,0,24555,6745
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000547.spe,474.41,10.44,200.08,Unit 5,YAN FW,1,5581.14,5884.55,5723.07,5729.03,151.705,0.040816327,7.22,1,0.018349,-0.011556,0.00757,0.106728,33635.11328,1.44,0,11,76,10,160,6,72,401,1832,0,1695,163,59,670,103068,295,0,592,147,24,57,0,628,450,1973,13,706,9,0,12,563,928,237,389,190,197,193,159,0,549,554,0,2.45E+15,25326,6642
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000548.spe,474.61,10.46,200.1,Unit 5,YAN FW,1,5581.86,5884.74,5723.42,5729.52,151.44,0.040816327,7.22,1,0.018349,-0.011556,0.00757,0.106728,34067.6875,1.45,0,5,94,17,150,0,86,449,1888,11,1803,116,70,656,104686,334,0,436,53,0,0,0,506,291,1875,0,893,0,0,0,619,921,242,357,157,108,148,0,66,653,503,0,0,24963,6658
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000549.spe,474.81,10.48,200.12,Unit 5,YAN FW,1,5582.47,5885.11,5723.83,5730.01,151.32,0.040816327,7.23,1,0.018349,-0.011556,0.00757,0.106728,34138.88672,1.57,10,23,108,40,175,15,118,429,1911,0,1735,195,91,733,101803,316,0,651,128,108,50,0,646,323,1569,0,791,0,0,0,604,1025,55,444,220,155,211,0,42,702,405,19,0,25683,6522
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000550.spe,475.01,10.5,200.14,Unit 5,YAN FW,1,5583.38,5885.54,5724.31,5730.5,151.08,0.041666667,7.23,1,0.018349,-0.011556,0.00757,0.106728,33665.60938,1.34,24,24,81,9,165,18,136,470,1929,0,1760,131,67,549,96508,266,0,646,190,19,38,0,577,244,1531,0,677,0,0,0,540,1050,254,520,105,221,39,0,0,612,491,10,0,26365,6712
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000551.spe,475.21,10.52,200.16,Unit 5,YAN FW,1,5584.12,5885.81,5724.7,5730.98,150.845,0.040816327,7.24,1,0.018349,-0.011556,0.00757,0.106728,32614.86133,1.3,0,0,89,0,170,15,133,452,1785,0,1364,159,47,553,86176,600,0,503,103,0,0,99,651,260,1543,0,705,0,0,0,728,964,213,265,270,222,232,0,0,399,223,22,2.55E+15,26953,6433
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000552.spe,475.41,10.54,200.18,Unit 5,YAN FW,1,5585.04,5886.24,5725.1,5731.47,150.6,0.040816327,7.24,1,0.018349,-0.011556,0.00757,0.106728,32589.5625,1.5,0,25,72,0,154,0,116,434,1776,0,1478,111,58,490,87823,540,0,500,148,0,75,0,654,214,1207,0,569,0,0,20,748,988,271,338,216,134,119,0,0,524,282,0,2.49E+15,26878,6613
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000553.spe,475.61,10.56,200.2,Unit 5,YAN FW,1,5585.93,5886.64,5725.69,5731.96,150.355,0.040816327,7.25,1,0.018349,-0.011556,0.00757,0.106728,32496.56641,1.45,14,0,90,0,142,0,145,457,1917,4,1559,128,61,491,89180,92,0,521,114,0,0,14,667,306,1387,15,860,0,0,0,580,982,191,357,149,184,220,93,32,440,572,0,2.57E+15,26574,6542
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000554.spe,475.81,10.58,200.22,Unit 5,YAN FW,1,5586.52,5886.95,5726,5732.45,150.215,0.040816327,7.25,1,0.018349,-0.011556,0.00757,0.106728,31488.2207,1.43,0,15,82,29,204,7,134,466,1865,5,1442,157,63,503,76863,410,0,446,78,0,39,10,620,260,1267,0,915,0,0,0,615,934,314,429,231,177,128,0,0,356,258,7,2.68E+15,27502,6739
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000555.spe,476.01,10.6,200.24,Unit 5,YAN FW,1,5587.2,5887.07,5726.41,5732.94,149.935,0.040816327,7.25,1,0.018349,-0.011556,0.00757,0.106728,31865.90234,1.34,0,19,94,0,161,5,165,418,1782,0,1344,179,66,479,78697,302,0,581,54,0,166,0,764,168,1396,0,680,0,0,0,587,907,258,438,296,136,20,0,0,285,390,20,3.56E+15,27706,6803
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000556.spe,476.21,10.62,200.26,Unit 5,YAN FW,1,5588.05,5887.25,5726.85,5733.43,149.6,0.040816327,7.25,1,0.018349,-0.011556,0.00757,0.106728,32488.36914,1.49,0,9,98,5,118,0,134,419,1786,0,1440,135,58,542,83317,285,0,558,50,28,93,73,615,178,1414,45,885,0,0,0,559,938,170,422,253,124,120,0,0,631,392,9,2.86E+15,27817,6852
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000557.spe,476.41,10.64,200.28,Unit 5,YAN FW,1,5588.78,5887.49,5727.19,5733.92,149.355,0.040816327,7.25,1,0.018349,-0.011556,0.00757,0.106728,33065.53906,1.45,7,6,91,19,127,0,148,496,1841,0,1455,138,63,539,88696,224,0,563,148,0,94,67,490,82,1332,14,853,0,0,4,645,974,248,368,191,179,37,0,24,495,470,0,0,27445,6561
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000558.spe,476.61,10.66,200.3,Unit 5,YAN FW,1,5589.31,5887.76,5727.57,5734.41,149.225,0.041666667,7.25,1,0.018349,-0.011556,0.00757,0.106728,32368.17383,1.36,0,8,96,0,107,0,137,561,2022,0,1609,112,109,568,82413,345,0,517,126,7,143,0,518,89,1232,6,832,0,0,13,680,982,193,343,159,218,90,53,27,398,406,37,0,27698,6700
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000559.spe,476.81,10.68,200.32,Unit 5,YAN FW,1,5589.87,5887.9,5727.88,5734.89,149.015,0.040816327,7.25,1,0.018349,-0.011556,0.00757,0.106728,31771.40039,1.4,13,20,104,15,144,13,146,529,1864,11,1640,141,61,564,81956,331,0,503,51,0,322,50,615,283,1371,64,804,0,0,0,599,1054,214,362,149,174,0,56,0,346,426,6,0,26813,6415
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000560.spe,477.01,10.7,200.34,Unit 5,YAN FW,1,5590.37,5888.13,5728.25,5735.38,148.88,0.040816327,7.25,1,0.018349,-0.011556,0.00757,0.106728,30813.7207,1.44,14,28,96,4,136,0,125,461,1727,0,1476,111,74,562,75036,314,0,397,158,0,12,0,366,146,1362,0,859,0,0,27,605,878,215,361,240,159,115,0,118,320,366,15,0,27433,6637
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000561.spe,477.21,10.72,200.36,Unit 5,YAN FW,1,5591.05,5888.42,5728.67,5735.87,148.685,0.040816327,7.25,1,0.018349,-0.011556,0.00757,0.106728,30832.35352,1.43,0,0,71,0,85,4,136,411,1554,0,1340,173,32,447,75628,366,0,496,90,57,262,124,657,237,1570,59,680,0,0,0,576,903,139,377,218,129,13,6,130,645,366,0,1.55E+15,27368,6389
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000562.spe,477.41,10.74,200.38,Unit 5,YAN FW,1,5591.65,5888.79,5729.32,5736.36,148.57,0.040816327,7.25,1,0.018349,-0.011556,0.00757,0.106728,31512.41797,1.31,14,11,74,23,120,9,128,392,1768,0,1452,129,66,511,81856,310,0,497,118,0,96,54,420,280,1124,0,675,0,0,0,649,899,283,358,329,241,168,31,5,351,446,0,0,27067,6495
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000563.spe,477.61,10.76,200.4,Unit 5,YAN FW,1,5592.26,5889.16,5729.75,5736.85,148.45,0.040816327,7.25,1,0.018349,-0.011556,0.00757,0.106728,31251.43164,1.57,24,8,94,14,172,10,160,463,1951,0,1641,116,56,550,82559,376,0,615,94,25,142,54,470,126,1178,0,724,0,0,7,688,941,153,354,240,145,112,20,0,384,331,0,2.19E+15,26058,6122
YAN 9B-1_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 9B1 200 um\XRF data\L000564.spe,477.81,10.78,200.42,Unit 5,YAN FW,1,5592.77,5889.51,5730.21,5737.34,148.37,0.040816327,7.25,1,0.018349,-0.011556,0.00757,0.106728,30726.95313,1.43,0,0,78,8,178,0,145,483,1827,0,1511,104,55,485,83915,393,0,522,140,0,131,139,581,245,1350,0,658,9,0,31,617,967,261,267,196,72,107,66,40,374,347,0,2.77E+15,24921,5961
